GEO_ID,NAME
16000US0138248,"Jacksons' Gap town, Alabama"
16000US0138272,"Jacksonville city, Alabama"
16000US0138416,"Jasper city, Alabama"
16000US0138608,"Jemison city, Alabama"
16000US0139064,"Joppa CDP, Alabama"
16000US0139280,"Kansas town, Alabama"
16000US0139472,"Kellyton town, Alabama"
16000US0139520,"Kennedy town, Alabama"
16000US0139784,"Killen town, Alabama"
16000US0139856,"Kimberly city, Alabama"
16000US0140072,"Kinsey town, Alabama"
16000US0140096,"Kinston town, Alabama"
16000US0140648,"Ladonia CDP, Alabama"
16000US0140672,"La Fayette city, Alabama"
16000US0140888,"Lakeview town, Alabama"
16000US0140928,"Lake View town, Alabama"
16000US0141296,"Lanett city, Alabama"
16000US0141368,"Langston town, Alabama"
16000US0141968,"Leeds city, Alabama"
16000US0142016,"Leesburg town, Alabama"
16000US0142160,"Leighton town, Alabama"
16000US0142304,"Leroy CDP, Alabama"
16000US0142352,"Lester town, Alabama"
16000US0142472,"Level Plains town, Alabama"
16000US0142640,"Lexington town, Alabama"
16000US0142808,"Libertyville town, Alabama"
16000US0142928,"Lillian CDP, Alabama"
16000US0143120,"Lincoln city, Alabama"
16000US0143240,"Linden city, Alabama"
16000US0143264,"Lineville city, Alabama"
16000US0143336,"Lipscomb city, Alabama"
16000US0143384,"Lisman town, Alabama"
16000US0143648,"Littleville town, Alabama"
16000US0143720,"Livingston city, Alabama"
16000US0143744,"Loachapoka town, Alabama"
16000US0143816,"Lockhart town, Alabama"
16000US0143888,"Locust Fork town, Alabama"
16000US0144160,"Lookout Mountain CDP, Alabama"
16000US0144344,"Louisville town, Alabama"
16000US0144536,"Lowndesboro town, Alabama"
16000US0144608,"Loxley town, Alabama"
16000US0144728,"Luverne city, Alabama"
16000US0144800,"Lynn town, Alabama"
16000US0145040,"McCalla CDP, Alabama"
16000US0145208,"McDonald Chapel CDP, Alabama"
16000US0145316,"Macedonia CDP, Alabama"
16000US0145472,"McIntosh town, Alabama"
16000US0145496,"McKenzie town, Alabama"
16000US0145640,"McMullen town, Alabama"
16000US0145784,"Madison city, Alabama"
16000US0145904,"Madrid town, Alabama"
16000US0146072,"Magnolia Springs town, Alabama"
16000US0146192,"Malcolm CDP, Alabama"
16000US0146264,"Malvern town, Alabama"
16000US0146504,"Maplesville town, Alabama"
16000US0146600,"Marbury CDP, Alabama"
16000US0146696,"Margaret town, Alabama"
16000US0146768,"Marion city, Alabama"
16000US0147728,"Maytown town, Alabama"
16000US0147740,"Meadowbrook CDP, Alabama"
16000US0147848,"Megargel CDP, Alabama"
16000US0148052,"Memphis town, Alabama"
16000US0148064,"Mentone town, Alabama"
16000US0148112,"Meridianville CDP, Alabama"
16000US0148376,"Midfield city, Alabama"
16000US0148400,"Midland City town, Alabama"
16000US0148424,"Midway town, Alabama"
16000US0148616,"Mignon CDP, Alabama"
16000US0148712,"Millbrook city, Alabama"
16000US0148784,"Millerville CDP, Alabama"
16000US0148808,"Millport town, Alabama"
16000US0148832,"Millry town, Alabama"
16000US0149072,"Minor CDP, Alabama"
16000US0150000,"Mobile city, Alabama"
16000US0150192,"Monroeville city, Alabama"
16000US0150312,"Montevallo city, Alabama"
16000US0151000,"Montgomery city, Alabama"
16000US0151096,"Moody city, Alabama"
16000US0151216,"Moores Mill CDP, Alabama"
16000US0151264,"Mooresville town, Alabama"
16000US0151456,"Morris town, Alabama"
16000US0151469,"Morrison Crossroads CDP, Alabama"
16000US0151520,"Mosses town, Alabama"
16000US0151600,"Moulton city, Alabama"
16000US0151648,"Moundville town, Alabama"
16000US0151696,"Mountain Brook city, Alabama"
16000US0152320,"Mount Olive CDP (Coosa County), Alabama"
16000US0152344,"Mount Olive CDP (Jefferson County), Alabama"
16000US0152608,"Mount Vernon town, Alabama"
16000US0152680,"Movico CDP, Alabama"
16000US0152776,"Mulga town, Alabama"
16000US0152848,"Munford town, Alabama"
16000US0153016,"Muscle Shoals city, Alabama"
16000US0153112,"Myrtlewood town, Alabama"
16000US0153208,"Nanafalia CDP, Alabama"
16000US0153232,"Nances Creek CDP, Alabama"
16000US0153256,"Napier Field town, Alabama"
16000US0153376,"Natural Bridge town, Alabama"
16000US0153400,"Nauvoo town, Alabama"
16000US0153448,"Nectar town, Alabama"
16000US0153472,"Needham town, Alabama"
16000US0153784,"Newbern town, Alabama"
16000US0153856,"New Brockton town, Alabama"
16000US0154168,"New Hope city, Alabama"
16000US0154312,"New Market CDP, Alabama"
16000US0154432,"New Site town, Alabama"
16000US0154480,"Newton town, Alabama"
16000US0154582,"New Union CDP, Alabama"
16000US0154600,"Newville town, Alabama"
16000US0154696,"Nixburg CDP, Alabama"
16000US0155044,"North Courtland town, Alabama"
16000US0155152,"North Johns town, Alabama"
16000US0155200,"Northport city, Alabama"
16000US0155440,"Notasulga town, Alabama"
16000US0155752,"Oak Grove town, Alabama"
16000US0155848,"Oak Hill town, Alabama"
16000US0155992,"Oakman town, Alabama"
16000US0156400,"Odenville city, Alabama"
